RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
8238,15737275,Conti,649,France,Male,39,3,113096.41,1,1,1,60335.24,0,52761.17,-52761.17,3016.762,-55777.932,30167.62,82928.79,4146.4395
8239,15672905,Sani,679,Spain,Female,40,7,0,2,1,1,163757.29,0,-163757.29,163757.29,8187.8645,155569.4255,81878.645,-81878.645,-4093.93225
8240,15753955,Lori,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0,-6708.77,6708.77,7832.4405,-1123.6705,78324.405,71615.635,3580.78175
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1,-55033.2,55033.2,8823.589,46209.611,88235.89,33202.69,1660.1345
8242,15592451,Lombardi,565,France,Male,32,9,0,2,1,0,5388.3,0,-5388.3,5388.3,269.415,5118.885,2694.15,-2694.15,-134.7075
8243,15790455,Obialo,478,France,Female,50,2,0,1,0,1,93332.64,1,-93332.64,93332.64,4666.632,88666.008,46666.32,-46666.32,-2333.316
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2,0,1,71192.82,0,77681.19,-77681.19,3559.641,-81240.831,35596.41,113277.6,5663.88
8245,15656330,Von Doussa,528,Spain,Female,32,0,68138.37,1,1,1,170309.19,0,-102170.82,102170.82,8515.4595,93655.3605,85154.595,-17016.225,-850.81125
8246,15569626,Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0,285.99,-285.99,5489.7155,-5775.7055,54897.155,55183.145,2759.15725
8247,15608726,Miracle,663,France,Male,24,7,0,2,1,1,166310.82,0,-166310.82,166310.82,8315.541,157995.279,83155.41,-83155.41,-4157.7705
8248,15637366,Su,505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0,-12459.42,12459.42,6336.4135,6123.0065,63364.135,50904.715,2545.23575
8249,15778049,Wyatt,633,Germany,Male,29,6,117412.35,1,0,0,30338.94,0,87073.41,-87073.41,1516.947,-88590.357,15169.47,102242.88,5112.144
8250,15727421,Anayolisa,586,France,Female,38,6,0,2,1,1,37935.83,0,-37935.83,37935.83,1896.7915,36039.0385,18967.915,-18967.915,-948.39575
8251,15688865,Wade,850,France,Female,35,9,0,2,0,0,25329.48,0,-25329.48,25329.48,1266.474,24063.006,12664.74,-12664.74,-633.237
8252,15751032,Enemuo,629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0,-14126.52,14126.52,2483.8165,11642.7035,24838.165,10711.645,535.58225
8253,15734737,Bruno,744,France,Male,56,9,0,2,1,1,169498.61,0,-169498.61,169498.61,8474.9305,161023.6795,84749.305,-84749.305,-4237.46525
8254,15746515,Greece,750,France,Male,36,7,136492.92,3,1,1,26500.29,1,109992.63,-109992.63,1325.0145,-111317.6445,13250.145,123242.775,6162.13875
8255,15664311,Yang,637,Germany,Male,28,3,123675.69,1,1,1,166458.41,0,-42782.72,42782.72,8322.9205,34459.7995,83229.205,40446.485,2022.32425
8256,15708139,Brown,575,France,Female,40,1,139532.34,1,1,0,181294.39,0,-41762.05,41762.05,9064.7195,32697.3305,90647.195,48885.145,2444.25725
8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,156945.77,-156945.77,1088.4105,-158034.1805,10884.105,167829.875,8391.49375
8258,15738018,Johnston,571,France,Male,40,5,0,2,0,0,72849.29,0,-72849.29,72849.29,3642.4645,69206.8255,36424.645,-36424.645,-1821.23225
8259,15699753,Zakharov,590,France,Male,41,1,89086.31,1,1,0,24499.97,0,64586.34,-64586.34,1224.9985,-65811.3385,12249.985,76836.325,3841.81625
8260,15703199,Golibe,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0,-2851.45,2851.45,4949.746,-2098.296,49497.46,46646.01,2332.3005
8261,15627830,Nikitina,640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0,-109248.37,109248.37,7072.3005,102176.0695,70723.005,-38525.365,-1926.26825
8262,15570855,Leonard,670,France,Male,38,7,0,2,1,1,77864.41,0,-77864.41,77864.41,3893.2205,73971.1895,38932.205,-38932.205,-1946.61025
8263,15772503,Burns,737,France,Female,33,4,0,2,1,0,115115.32,0,-115115.32,115115.32,5755.766,109359.554,57557.66,-57557.66,-2877.883
8264,15584453,Burtch,555,Spain,Male,32,10,0,2,0,1,168605.96,0,-168605.96,168605.96,8430.298,160175.662,84302.98,-84302.98,-4215.149
8265,15710111,Clark,742,France,Male,33,6,0,2,0,0,38550.4,0,-38550.4,38550.4,1927.52,36622.88,19275.2,-19275.2,-963.76
8266,15618562,Woodward,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1,-20312.23,20312.23,8030.9305,12281.2995,80309.305,59997.075,2999.85375
8267,15706764,Spencer,560,France,Female,35,1,0,2,1,0,3701.63,0,-3701.63,3701.63,185.0815,3516.5485,1850.815,-1850.815,-92.54075
8268,15798737,Chao,654,France,Male,38,8,0,2,1,0,88659.44,0,-88659.44,88659.44,4432.972,84226.468,44329.72,-44329.72,-2216.486
8269,15712608,Costa,787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0,30210.06,-30210.06,2213.6955,-32423.7555,22136.955,52347.015,2617.35075
8270,15636736,McLachlan,611,France,Female,53,7,0,2,0,1,156495.39,1,-156495.39,156495.39,7824.7695,148670.6205,78247.695,-78247.695,-3912.38475
8271,15703544,Hung,559,Spain,Male,34,0,0,1,1,0,182988.94,0,-182988.94,182988.94,9149.447,173839.493,91494.47,-91494.47,-4574.7235
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0,-22778.54,22778.54,8754.11,14024.43,87541.1,64762.56,3238.128
8273,15705739,Toscani,753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0,11093.65,-11093.65,7440.557,-18534.207,74405.57,85499.22,4274.961
8274,15709643,Gray,675,France,Male,32,1,0,3,1,0,85901.09,0,-85901.09,85901.09,4295.0545,81606.0355,42950.545,-42950.545,-2147.52725
8275,15669805,Warren,748,Germany,Female,31,1,99557.94,1,1,0,199255.32,0,-99697.38,99697.38,9962.766,89734.614,99627.66,-69.72,-3.486
8276,15737489,Ramsden,610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0,8913.15,-8913.15,5398.672,-14311.822,53986.72,62899.87,3144.9935
8277,15775131,Bartlett,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0,14159.6,-14159.6,6401.43,-20561.03,64014.3,78173.9,3908.695
8278,15765283,Wenz,624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0,45351.13,-45351.13,5230.543,-50581.673,52305.43,97656.56,4882.828
8279,15628715,Kisch,709,France,Female,36,8,0,2,1,1,69676.55,0,-69676.55,69676.55,3483.8275,66192.7225,34838.275,-34838.275,-1741.91375
8280,15813283,Mai,605,France,Female,34,2,0,1,0,0,35982.42,0,-35982.42,35982.42,1799.121,34183.299,17991.21,-17991.21,-899.5605
8281,15745716,McGregor,706,Spain,Male,53,7,0,2,0,1,117939.17,0,-117939.17,117939.17,5896.9585,112042.2115,58969.585,-58969.585,-2948.47925
8282,15598485,Pinto,567,Spain,Male,40,8,28649.64,1,1,1,95140.62,0,-66490.98,66490.98,4757.031,61733.949,47570.31,-18920.67,-946.0335
8283,15696552,Newman,747,France,Female,21,4,81025.6,2,1,0,167682.57,0,-86656.97,86656.97,8384.1285,78272.8415,83841.285,-2815.685,-140.78425
8284,15754569,Pagnotto,664,France,Male,57,1,0,2,1,1,56562.57,0,-56562.57,56562.57,2828.1285,53734.4415,28281.285,-28281.285,-1414.06425
8285,15701741,Williams,711,France,Female,39,3,152462.79,1,1,0,90305.97,0,62156.82,-62156.82,4515.2985,-66672.1185,45152.985,107309.805,5365.49025
8286,15572631,Ndubuisi,609,France,Male,25,10,0,1,0,1,109895.16,0,-109895.16,109895.16,5494.758,104400.402,54947.58,-54947.58,-2747.379
8287,15636069,Plummer,632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0,153676.35,-153676.35,92.162,-153768.512,921.62,154597.97,7729.8985
8288,15682467,Chimezie,725,France,Female,36,1,118851.05,1,1,1,102747.02,0,16104.03,-16104.03,5137.351,-21241.381,51373.51,67477.54,3373.877
8289,15790744,Nash,850,France,Female,34,9,92899.27,2,1,0,97465.89,0,-4566.62,4566.62,4873.2945,-306.6745,48732.945,44166.325,2208.31625
8290,15625023,Onochie,682,France,Male,40,4,0,1,0,1,105352.55,0,-105352.55,105352.55,5267.6275,100084.9225,52676.275,-52676.275,-2633.81375
8291,15731267,Rizzo,797,France,Male,37,4,75263.7,1,1,0,85801.77,0,-10538.07,10538.07,4290.0885,6247.9815,42900.885,32362.815,1618.14075
8292,15742879,Boni,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0,78534.26,-78534.26,3468.5025,-82002.7625,34685.025,113219.285,5660.96425
8293,15757015,Davies,783,Germany,Female,41,5,106640.5,1,1,0,176945.96,0,-70305.46,70305.46,8847.298,61458.162,88472.98,18167.52,908.376
8294,15770711,Lu,766,Germany,Female,28,4,90696.78,1,0,1,21597.2,0,69099.58,-69099.58,1079.86,-70179.44,10798.6,79898.18,3994.909
8295,15569430,Burrows,704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0,23470.13,-23470.13,7601.9835,-31072.1135,76019.835,99489.965,4974.49825
8296,15617304,Ershova,722,France,Male,40,6,0,2,1,1,111893.09,0,-111893.09,111893.09,5594.6545,106298.4355,55946.545,-55946.545,-2797.32725
8297,15704466,Udokamma,692,France,Female,34,7,0,2,1,0,195074.62,0,-195074.62,195074.62,9753.731,185320.889,97537.31,-97537.31,-4876.8655
8298,15664681,Aitken,584,France,Female,35,2,114321.28,2,0,0,15959.01,0,98362.27,-98362.27,797.9505,-99160.2205,7979.505,106341.775,5317.08875
8299,15605534,Turnbull,644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1,22931.2,-22931.2,3631.442,-26562.642,36314.42,59245.62,2962.281
8300,15792473,Reilly,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,24222.57,-24222.57,3207.862,-27430.432,32078.62,56301.19,2815.0595
8301,15802625,Hardy,733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0,62055.02,-62055.02,1193.025,-63248.045,11930.25,73985.27,3699.2635
8302,15766017,Brookman,615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1,-13377.79,13377.79,4284.3545,9093.4355,42843.545,29465.755,1473.28775
8303,15762172,Kerr,850,France,Female,39,2,0,2,1,0,179451.42,0,-179451.42,179451.42,8972.571,170478.849,89725.71,-89725.71,-4486.2855
8304,15728333,McBurney,521,France,Male,43,8,0,1,1,1,93180.09,0,-93180.09,93180.09,4659.0045,88521.0855,46590.045,-46590.045,-2329.50225
8305,15792868,Mickey,675,France,Male,69,1,0,2,1,0,157097.09,0,-157097.09,157097.09,7854.8545,149242.2355,78548.545,-78548.545,-3927.42725
8306,15605698,Harrison,746,France,Male,58,3,0,3,1,1,80344.96,1,-80344.96,80344.96,4017.248,76327.712,40172.48,-40172.48,-2008.624
8307,15777060,Olszewski,770,France,Female,33,4,0,1,1,0,26080.54,1,-26080.54,26080.54,1304.027,24776.513,13040.27,-13040.27,-652.0135
8308,15626243,Chijioke,618,France,Male,30,3,133844.22,1,1,1,31406.93,0,102437.29,-102437.29,1570.3465,-104007.6365,15703.465,118140.755,5907.03775
8309,15719898,Young,556,France,Male,36,7,154872.08,2,1,1,32044.64,0,122827.44,-122827.44,1602.232,-124429.672,16022.32,138849.76,6942.488
8310,15599976,Bellasis,749,France,Female,27,9,0,2,1,0,132734.87,0,-132734.87,132734.87,6636.7435,126098.1265,66367.435,-66367.435,-3318.37175
8311,15752809,De Mestre,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0,54519.25,-54519.25,3080.121,-57599.371,30801.21,85320.46,4266.023
8312,15589698,De Luca,555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1,65800.06,-65800.06,2065.222,-67865.282,20652.22,86452.28,4322.614
8313,15609977,Mundy,587,France,Male,47,6,71026.77,1,1,0,57962.41,0,13064.36,-13064.36,2898.1205,-15962.4805,28981.205,42045.565,2102.27825
8314,15750121,Tung,639,France,Male,38,3,0,1,1,0,42862.82,0,-42862.82,42862.82,2143.141,40719.679,21431.41,-21431.41,-1071.5705
8315,15734177,Donahue,643,France,Male,33,4,0,2,1,1,152992.04,0,-152992.04,152992.04,7649.602,145342.438,76496.02,-76496.02,-3824.801
8316,15781347,Okagbue,600,France,Female,41,1,0,2,1,1,91193.65,0,-91193.65,91193.65,4559.6825,86633.9675,45596.825,-45596.825,-2279.84125
8317,15592025,Nnaemeka,651,France,Male,53,7,0,2,1,1,130132.41,0,-130132.41,130132.41,6506.6205,123625.7895,65066.205,-65066.205,-3253.31025
8318,15670163,Verjus,666,France,Female,27,4,0,2,0,0,88751.45,0,-88751.45,88751.45,4437.5725,84313.8775,44375.725,-44375.725,-2218.78625
8319,15765402,H?,520,France,Female,39,6,145644.05,1,0,0,104118.93,0,41525.12,-41525.12,5205.9465,-46731.0665,52059.465,93584.585,4679.22925
8320,15624343,Napolitani,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0,87639.61,-87639.61,2101.408,-89741.018,21014.08,108653.69,5432.6845
8321,15602354,Ginikanwa,564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0,33709.09,-33709.09,3781.639,-37490.729,37816.39,71525.48,3576.274
8322,15579183,Spaull,586,France,Male,64,1,0,2,1,1,53710.23,0,-53710.23,53710.23,2685.5115,51024.7185,26855.115,-26855.115,-1342.75575
8323,15584899,Siciliani,617,France,Female,35,5,0,2,0,1,13066.3,0,-13066.3,13066.3,653.315,12412.985,6533.15,-6533.15,-326.6575
8324,15723658,Voronina,712,Spain,Female,30,6,0,2,1,0,152417.97,0,-152417.97,152417.97,7620.8985,144797.0715,76208.985,-76208.985,-3810.44925
8325,15803965,Tang,654,France,Male,55,3,87485.67,1,1,1,3299.01,0,84186.66,-84186.66,164.9505,-84351.6105,1649.505,85836.165,4291.80825
8326,15682489,Crumbley,605,France,Male,27,9,0,2,1,0,198091.81,0,-198091.81,198091.81,9904.5905,188187.2195,99045.905,-99045.905,-4952.29525
8327,15813645,Hamilton,491,France,Female,36,0,53369.13,1,1,1,103934.12,0,-50564.99,50564.99,5196.706,45368.284,51967.06,1402.07,70.1035
8328,15766787,Piazza,707,France,Female,35,9,0,2,1,1,70403.65,0,-70403.65,70403.65,3520.1825,66883.4675,35201.825,-35201.825,-1760.09125
8329,15687171,Birch,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,44499.91,-44499.91,5108.993,-49608.903,51089.93,95589.84,4779.492
8330,15690744,Custance,683,France,Male,43,2,112499.42,2,1,0,30375.18,0,82124.24,-82124.24,1518.759,-83642.999,15187.59,97311.83,4865.5915
8331,15707974,Anayochukwu,815,Spain,Female,38,2,48387,1,1,0,184796.84,0,-136409.84,136409.84,9239.842,127169.998,92398.42,-44011.42,-2200.571
8332,15673084,Galkin,645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0,-98185.09,98185.09,8313.2445,89871.8455,83132.445,-15052.645,-752.63225
8333,15814772,Adams,645,Germany,Male,49,4,160133.88,1,0,1,88391.97,0,71741.91,-71741.91,4419.5985,-76161.5085,44195.985,115937.895,5796.89475
8334,15743709,Toomey,683,France,Male,30,4,66190.33,1,1,1,115186.97,0,-48996.64,48996.64,5759.3485,43237.2915,57593.485,8596.845,429.84225
8335,15610343,Marshall-Hall,705,France,Female,37,10,0,2,1,1,13935.53,1,-13935.53,13935.53,696.7765,13238.7535,6967.765,-6967.765,-348.38825
8336,15737414,Shen,647,France,Male,35,4,123761.68,1,1,0,83910.4,0,39851.28,-39851.28,4195.52,-44046.8,41955.2,81806.48,4090.324
8337,15788480,Pagnotto,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1,87613.24,-87613.24,1735.617,-89348.857,17356.17,104969.41,5248.4705
8338,15568519,Wood,534,France,Male,41,9,0,2,1,0,13871.34,0,-13871.34,13871.34,693.567,13177.773,6935.67,-6935.67,-346.7835
8339,15792453,More,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0,-582.58,582.58,6974.7375,-6392.1575,69747.375,69164.795,3458.23975
8340,15658100,Piccio,695,France,Female,42,0,0,2,0,1,140724.64,0,-140724.64,140724.64,7036.232,133688.408,70362.32,-70362.32,-3518.116
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0,107841.73,-107841.73,1034.123,-108875.853,10341.23,118182.96,5909.148
8342,15749807,Graham,516,Spain,Female,31,3,0,2,1,0,124202.26,0,-124202.26,124202.26,6210.113,117992.147,62101.13,-62101.13,-3105.0565
8343,15773876,Tung,655,France,Female,34,3,0,2,1,0,159638.77,0,-159638.77,159638.77,7981.9385,151656.8315,79819.385,-79819.385,-3990.96925
8344,15591698,P'eng,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1,-38121.76,38121.76,8552.8325,29568.9275,85528.325,47406.565,2370.32825
8345,15712813,Nevzorova,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1,125472.14,-125472.14,1266.6515,-126738.7915,12666.515,138138.655,6906.93275
8346,15763898,Toscani,568,Spain,Female,46,3,0,2,1,1,29372.62,0,-29372.62,29372.62,1468.631,27903.989,14686.31,-14686.31,-734.3155
8347,15793324,McKenzie,695,Spain,Male,32,9,0,3,0,1,38533.79,0,-38533.79,38533.79,1926.6895,36607.1005,19266.895,-19266.895,-963.34475
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,9847.13,-9847.13,7806.1065,-17653.2365,78061.065,87908.195,4395.40975
8349,15796230,Morley,642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1,66591.76,-66591.76,2895.211,-69486.971,28952.11,95543.87,4777.1935
8350,15611729,Kerr,703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1,110302.4,-110302.4,1562.855,-111865.255,15628.55,125930.95,6296.5475
8351,15709531,Harding,556,France,Male,38,2,114756.14,1,1,0,193214.05,0,-78457.91,78457.91,9660.7025,68797.2075,96607.025,18149.115,907.45575
8352,15650751,Butler,585,France,Female,30,6,0,2,1,1,137757.69,0,-137757.69,137757.69,6887.8845,130869.8055,68878.845,-68878.845,-3443.94225
8353,15641413,Crawford,587,Germany,Female,49,7,155393.98,2,1,0,13308.2,1,142085.78,-142085.78,665.41,-142751.19,6654.1,148739.88,7436.994
8354,15753840,Brown,524,Spain,Female,32,6,0,1,1,1,132861.9,1,-132861.9,132861.9,6643.095,126218.805,66430.95,-66430.95,-3321.5475
8355,15669994,Greece,556,Germany,Female,31,1,128663.81,2,1,0,125083.29,0,3580.52,-3580.52,6254.1645,-9834.6845,62541.645,66122.165,3306.10825
8356,15695301,Matthews,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0,101117.44,-101117.44,620.26,-101737.7,6202.6,107320.04,5366.002
8357,15792004,Heath,731,Spain,Female,26,3,0,2,1,0,37697.29,0,-37697.29,37697.29,1884.8645,35812.4255,18848.645,-18848.645,-942.43225
8358,15603035,Vincent,651,France,Male,34,3,0,2,1,1,105599.65,0,-105599.65,105599.65,5279.9825,100319.6675,52799.825,-52799.825,-2639.99125
8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1,-63748.03,63748.03,7139.199,56608.831,71391.99,7643.96,382.198
8360,15577107,Milne,657,Spain,Female,22,6,0,3,0,1,168412.07,1,-168412.07,168412.07,8420.6035,159991.4665,84206.035,-84206.035,-4210.30175
8361,15754747,Bazile,686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0,-42118.38,42118.38,9201.8235,32916.5565,92018.235,49899.855,2494.99275
8362,15705676,Wardle,690,France,Female,35,9,107944.33,2,0,0,48478.47,0,59465.86,-59465.86,2423.9235,-61889.7835,24239.235,83705.095,4185.25475
8363,15751912,Lilly,567,France,Male,36,7,0,2,0,1,3896.08,0,-3896.08,3896.08,194.804,3701.276,1948.04,-1948.04,-97.402
8364,15677336,Aitken,557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1,-12327.62,12327.62,6618.5375,5709.0825,66185.375,53857.755,2692.88775
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1,-3069.17,3069.17,6413.043,-3343.873,64130.43,61061.26,3053.063
8366,15659949,Chiu,850,France,Male,31,1,96399.31,2,1,0,106534.15,0,-10134.84,10134.84,5326.7075,4808.1325,53267.075,43132.235,2156.61175
8367,15812422,Ugorji,637,France,Male,41,2,0,2,0,1,102515.42,0,-102515.42,102515.42,5125.771,97389.649,51257.71,-51257.71,-2562.8855
8368,15806941,Sharpe,499,France,Male,60,7,76961.6,2,1,1,83643.87,0,-6682.27,6682.27,4182.1935,2500.0765,41821.935,35139.665,1756.98325
8369,15637690,Houghton,622,Germany,Female,34,7,98675.74,1,1,0,138906.85,1,-40231.11,40231.11,6945.3425,33285.7675,69453.425,29222.315,1461.11575
8370,15632882,Konovalova,684,Germany,Male,37,1,126817.13,2,1,1,29995.83,1,96821.3,-96821.3,1499.7915,-98321.0915,14997.915,111819.215,5590.96075
8371,15807107,Patel,612,France,Male,32,3,121394.42,1,1,0,164081.42,0,-42687,42687,8204.071,34482.929,82040.71,39353.71,1967.6855
8372,15661034,Ngozichukwuka,813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1,-81917.48,81917.48,9398.844,72518.636,93988.44,12070.96,603.548
8373,15811958,Medland,850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0,-45416.02,45416.02,7908.568,37507.452,79085.68,33669.66,1683.483
8374,15785167,Padovano,795,Spain,Male,29,4,0,2,0,0,155711.64,0,-155711.64,155711.64,7785.582,147926.058,77855.82,-77855.82,-3892.791
8375,15646720,Tsui,628,Spain,Female,55,7,0,3,1,0,85890.75,1,-85890.75,85890.75,4294.5375,81596.2125,42945.375,-42945.375,-2147.26875
8376,15658614,H?,565,Germany,Female,38,7,145400.69,2,1,1,83844.79,0,61555.9,-61555.9,4192.2395,-65748.1395,41922.395,103478.295,5173.91475
8377,15704657,Denman,601,France,Male,39,3,72647.64,1,1,0,41777.9,1,30869.74,-30869.74,2088.895,-32958.635,20888.95,51758.69,2587.9345
8378,15567147,Ratten,802,Spain,Male,40,4,0,2,1,1,81908.09,0,-81908.09,81908.09,4095.4045,77812.6855,40954.045,-40954.045,-2047.70225
8379,15701319,Baxter,614,Germany,Female,37,6,96340.81,2,1,1,139377.24,1,-43036.43,43036.43,6968.862,36067.568,69688.62,26652.19,1332.6095
8380,15745266,Norman,434,Spain,Male,55,6,0,1,0,1,73562.05,1,-73562.05,73562.05,3678.1025,69883.9475,36781.025,-36781.025,-1839.05125
8381,15650437,Shen,522,Germany,Male,32,8,124450.36,2,1,1,165786.1,0,-41335.74,41335.74,8289.305,33046.435,82893.05,41557.31,2077.8655
8382,15764314,Reilly,550,Germany,Male,36,2,113877.23,2,1,0,174921.91,0,-61044.68,61044.68,8746.0955,52298.5845,87460.955,26416.275,1320.81375
8383,15612594,Ifeanacho,599,Spain,Male,25,3,0,2,1,1,120790.02,0,-120790.02,120790.02,6039.501,114750.519,60395.01,-60395.01,-3019.7505
8384,15593501,Graham,493,France,Female,36,5,148667.81,2,1,0,56092.51,0,92575.3,-92575.3,2804.6255,-95379.9255,28046.255,120621.555,6031.07775
8385,15804150,Lysaght,755,France,Male,34,3,0,2,1,1,158816.03,0,-158816.03,158816.03,7940.8015,150875.2285,79408.015,-79408.015,-3970.40075
8386,15649297,T'ang,605,France,Female,62,4,111065.93,2,0,1,125660.99,0,-14595.06,14595.06,6283.0495,8312.0105,62830.495,48235.435,2411.77175
8387,15641110,Abron,708,France,Male,41,0,0,1,1,0,128400.62,0,-128400.62,128400.62,6420.031,121980.589,64200.31,-64200.31,-3210.0155
8388,15660608,Chimaraoke,699,France,Male,44,8,158697.61,1,1,0,107181.22,0,51516.39,-51516.39,5359.061,-56875.451,53590.61,105107,5255.35
8389,15806570,Y?an,763,France,Female,53,4,0,1,1,0,77203.72,1,-77203.72,77203.72,3860.186,73343.534,38601.86,-38601.86,-1930.093
8390,15715345,Sergeyeva,743,Spain,Male,25,6,0,2,1,0,129740.11,0,-129740.11,129740.11,6487.0055,123253.1045,64870.055,-64870.055,-3243.50275
8391,15755521,Ma,660,France,Female,48,0,90044.32,2,0,1,187604.97,1,-97560.65,97560.65,9380.2485,88180.4015,93802.485,-3758.165,-187.90825
8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0,-100102.47,100102.47,9237.713,90864.757,92377.13,-7725.34,-386.267
8393,15641158,Belcher,739,Germany,Male,32,3,102128.27,1,1,0,63981.37,1,38146.9,-38146.9,3199.0685,-41345.9685,31990.685,70137.585,3506.87925
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1,-43985.28,43985.28,9641.5835,34343.6965,96415.835,52430.555,2621.52775
8395,15597983,Brown,692,France,Male,69,10,154953.94,1,1,1,70849.47,0,84104.47,-84104.47,3542.4735,-87646.9435,35424.735,119529.205,5976.46025
8396,15586069,Abernathy,560,France,Female,30,0,108883.29,1,1,0,27914.95,0,80968.34,-80968.34,1395.7475,-82364.0875,13957.475,94925.815,4746.29075
8397,15655082,Pape,607,France,Female,48,4,112070.86,3,1,0,173568.3,1,-61497.44,61497.44,8678.415,52819.025,86784.15,25286.71,1264.3355
8398,15720155,Tao,630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1,122030.08,-122030.08,466.2155,-122496.2955,4662.155,126692.235,6334.61175
8399,15582116,Ma,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1,106117.32,-106117.32,1331.444,-107448.764,13314.44,119431.76,5971.588
8400,15749365,Earle,543,France,Female,34,8,0,2,0,1,145601.8,0,-145601.8,145601.8,7280.09,138321.71,72800.9,-72800.9,-3640.045
8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07,0,-19284.52,19284.52,7224.8035,12059.7165,72248.035,52963.515,2648.17575
8402,15663134,Uspenskaya,535,Spain,Male,58,1,0,2,1,1,11779.98,1,-11779.98,11779.98,588.999,11190.981,5889.99,-5889.99,-294.4995
8403,15766683,Coombes,549,Germany,Male,36,6,139422.37,1,0,0,83983.39,1,55438.98,-55438.98,4199.1695,-59638.1495,41991.695,97430.675,4871.53375
8404,15707219,Hopman,844,France,Female,28,4,0,2,0,1,123318.37,0,-123318.37,123318.37,6165.9185,117152.4515,61659.185,-61659.185,-3082.95925
8405,15709232,McKay,586,Germany,Female,47,5,157099.47,2,1,1,65481.86,0,91617.61,-91617.61,3274.093,-94891.703,32740.93,124358.54,6217.927
8406,15801351,Milanesi,583,France,Male,40,3,0,2,1,0,47728,0,-47728,47728,2386.4,45341.6,23864,-23864,-1193.2
8407,15578747,Chineze,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0,24405.19,-24405.19,2959.7525,-27364.9425,29597.525,54002.715,2700.13575
8408,15675626,Dawson,726,France,Male,28,2,0,1,0,0,98060.51,0,-98060.51,98060.51,4903.0255,93157.4845,49030.255,-49030.255,-2451.51275
8409,15583736,Shih,829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0,-8311.2,8311.2,4505.347,3805.853,45053.47,36742.27,1837.1135
8410,15590011,Hughes,749,Spain,Male,38,9,129378.32,1,1,1,13549.34,0,115828.98,-115828.98,677.467,-116506.447,6774.67,122603.65,6130.1825
8411,15609913,Clark,743,France,Female,46,9,0,1,1,0,113436.08,0,-113436.08,113436.08,5671.804,107764.276,56718.04,-56718.04,-2835.902
